	댓글번호	댓글내용	답글수	코사인유사도	유클리디언	norm유클	맨해튼	norm맨해
15	16	하위 50%를 어떻게 집계하나요??	2.0	0.18372949021183876	1.2777092860178805	0.08547398195346868	14.12888327250334	0.9451695523168627
7	8	뉴딜예산 삭감은 맞는데 하위 51%는 어쩌라구? 예산에 50%는 전국민 골고루 나눠주고 나머지 50%는 영업 제한받는 자영업자들 나눠주는게 맞는것 같다	0.0	0.08456151908657283	1.3530990214418357	0.07871308967878263	16.55273099802908	0.9629129715046759
22	23	한국판 뉴딜, 여가부 예산 삭감하면 당연히 가능하다. 할 수 있다. 유승민.	0.0	0.08097071348037793	1.3557501882866345	0.08617580748440232	15.129121469453679	0.9616552300150814
28	29	50%를 나눌수있는 방법부터 제시하시오~~~~	0.0	0.057165167631198846	1.373196877631756	0.09288473075606324	14.482995332125478	0.9796476702494678
3	4	유승민 안이 합리적이네	0.0	0.056156478743558065	1.3739312364572265	0.09487354762678854	14.231813025100559	0.9827439358130224
48	49	한국판 뉴딜 예산 삭감해 3차 재난지원금 선별지급해야 너들이 한짖리 머냐.지역 예산 세치기 낀가 처묵지 마라. 그걸로도 충분히 될겨	0.0	0.04973138320329766	1.3785997365419038	0.08196500267852358	16.217597485681576	0.9642214386950911
61	62	그놈의  선별지급ㅋ  하위 상위나눌바엔  다지급하는게 맞는듯...나라만  부채심각하나  국민들도 어려운건매한가지	0.0	0.0466925352451096	1.3808022774857311	0.0860721405285938	15.637712468696568	0.9747748878298813
56	57	유승민씨, 정부의 핵심 사업인 뉴딜 예산을 삭감하자는 저의가 무엇입니까? 놀부심보에 의한 심리입니까?	0.0	0.03207939788863239	1.391345106083582	0.08602403962835126	15.874670812330798	0.9814986268151175
57	58	유승민 당신 돈으로 걍 다 퍼주시길. 그동안 열심히 성실히 살아온게 죄요??	1.0	0.030481941341761156	1.3924927710104915	0.08837932680690293	15.505968005387956	0.9841394097946374
38	39	유승민 애는 참 분위기 파악못하네..지금 전선이 어디있는줄 모르고 감각이 없네^^	0.0	0.028834143957750413	1.3936756122155898	0.08754940057079205	15.668836592963068	0.9843016834992186
13	14	이게 맞는 말이지. 나도 힘들지만 그래도 우리가족 밥 세끼는 먹을 수 있다. 내가 지금껏 낸 세금은 나중에 내가 소고기 사먹으려고 꿍쳐놓은 돈이 아니라 대한민국이라는 공동체가 무너지지 않기 위해 그늘진 곳에 사용되길 바라고 내놓은 돈이다. 제발 이분 말대로 사용해주길.	0.0	0.027529426156124272	1.394611468362336	0.07539899439628579	18.1478353336963	0.9811539383344406
50	51	한국판 뉴딜 예산 줄이는건 좌빨들이 반대할텐데......좌빨 자기들이 만들어둔 밥그릇 뺏기기싫어서???.....좌빨들이 해처먹을 국민세금인데????~~~~	0.0	0.027475309631537312	1.3946502718376834	0.08611046146476471	15.896821276815917	0.9815239301289289
35	36	유승민 야당을 하려면 지금보다 백배는 독하게해라... 그렇지 않음 고춧가루 뿌리지말고 걍 짜져라	0.0	0.02742759952208737	1.394684480789768	0.08676864265910818	15.82370297800141	0.9844529340891356
44	45	더 어려운 사람에게 양보 좀 하자.  가정에서 음식이든 뭐든 부족한듯 하면  양보 하듯이.	0.0	0.025588188638798755	1.3960027301987634	0.08866186293141022	15.49595402397257	0.9841672383185616
24	25	선별 지급 반대해요. 더 어려운 사람들 지원이야 찬성이지만 제대로 된 데이터가 없잖아요.	0.0	0.02300434943152118	1.3978523888941048	0.08794852139571929	15.694611813430665	0.9874561247221844
20	21	유승민의 합리적인 생각에 동의합니다. 이재명의 악성포퓰리즘 등 민주당이 재집권하면 나라 거덜 낼 것이지요. 가장 정확하고 합리적인 생각으로 나라 생각하는 유승민, 이래서 지지하고 응원하게 되지요.	0.0	0.021337652647861284	1.3990442075589598	0.08207353602071096	16.74625984287864	0.9824026667640247
40	41	뉴딜 하지말고 그돈으로 전국민 한테 다 주는게 낫다	0.0	0.020810939938769497	1.3994206373076175	0.09111674257721934	15.209332414130174	0.9902846859653917
6	7	내가  못받을것 같지만  그래도 이게 맞지  선별해서  주는게 맞다고 본다  전국민  살포는  진짜 아니다  이재용이 몇십만원   받는다고 좋아하나	0.0	0.017154605886567694	1.4020309512371212	0.08277638038260288	16.738681773710667	0.9882574192684012
0	1	한국판 뉴딜은  지금까지 전정권들이  상요한것이고  이것을 종합선물 세트로  뉴딜 리몰링 한것  예산 삭감하여  재난금에  충분히 지원해도 남는다  그리고  임기말에  뉴딜은 의미가 전혀 없다   가덕도 신공항도 결정된것이 없지만 임기말에  의미없고  차기정권에 넘겨  충분히 재검토해야한다  10조 예상인데 이마 2~3배가 예산 필요한 난공공사 사업이다  타당성검토는 차기정권에서 검토해야한다  불필요한 예산 삭감해야한다 특히 민주당은  예산 낭비하지말고  선거철에 시민을 우롱하지말라	0.0	0.016923214402387955	1.4021959817355136	0.07358944240045219	18.654838178424654	0.9790351402389662
10	11	수입차 타면서 소득 줄었다고 울상인 자영업자는 패쓰가 맞는거죠. 정말 한푼이 없고 코로나로 일자리도 못구해서 생기는 최악의 상황은 막자는 차감지급안 찬성입니다. 댓글보니 벌써 악성 포퓰리즘에 중독된 자들이 많네요.수입차 타고다니면서 먹고 살만하면 본전생각과 거지근성 버립시다. 이게 문재앙정권이 노리는 하향평준화 배급받는 세상인겁니다	0.0	0.016633147206038295	1.4024028328507916	0.07421955959473754	18.59590558691516	0.9841536900781521
83	84	웃긴놈이 지난번에는 지급을 하지말라면서 ㅋ 이러니깐 너가 안되는거야 ㅋ 괜히 정부 정책 트집 잡고	1.0	0.010417053281214008	1.4068283098649852	0.08699776529842482	16.07152998768475	0.9938577323549689
5	6	여성가족부 해체하고 그 예산으로 지급하자	0.0	0.00942690641550108	1.4075319488981397	0.09575713903443228	14.649358508449549	0.9966243825278612
46	47	개나 소나 다 목소리 내려고 하니, 이 사람은 아무런 직책도 의원 신분도 없는데, 맨날 이 사람 말을 가사화하는 의도는?	0.0	0.008973427705400668	1.4078540920809932	0.08426136208084947	16.608855313288903	0.994055264088373
18	19	일반복지 정책이 아닙니다. 재난지원금이면, 코로나로 인해 재난을 입은 자영업자 등 실제 피해자에게 지급해하죠! 당신도 똑같습니다. 1차, 2차 재난지원금 집행을 보면 한심한 포퓰리즘입니다. 도대체, 전국민 자녀수와 통신비가 코로나에 따른 재난과 무슨 관계가 있습니까? 약하디 약한 자영업자들 무시하는 것은 당신들도 다 똑같습니다!	0.0	0.008488515370499739	1.4081984836162127	0.07529051266019296	18.554498205834623	0.9920318039844248
33	34	또 대가리 굴리네.... 솔직하게 주기 싫으면 주지마 여기저기 나눠버리면 그게 더 사람들 빡돌게 하니깐 차라리 입닫아 그런식으로 할거면 이번 1단계때 싸돌아다니고 술퍼마시고 할로윈파티에 규칙 무시한사람들 다 찾아내서 그 사람들 빼고 주면 되겠네   그냥 다 주지마 진짜 힘들게 사는 사람들은 주더라도  자영업자 일반인들  다 주지마라  진짜 어려운 사람 찾아내서 제대로 지급하면 암말 안하마 난 낼모레 90인 어머니 모시고 둘이 산다 백수고 통장까먹기 하면서 내년 까지 버티려고한다  이런 나도 안받아도 좋으니까 입 닫아라 쫌 닥쳐!!!	0.0	0.008387691537107209	1.4082700795393563	0.06944631979688796	20.110259413612386	0.9917014688637856
60	61	학원 운영자입니다 자살할까말까 계속 고민만 합니다...휴	0.0	0.007522505890287987	1.408884306186786	0.09299030323356376	15.10125521816659	0.9967250652010363
80	81	유승민도 닭대가리입니다..불과 몇 달전에 재난지원금 지급한다고 했을때 국가부채 늘어난다고 반대했던것들이 이제는 뉴딜정책 예산 깎아서 재난지원금 주자고 떠들어요 뉴딜예산을 왜 깎냐 바보들아..니들 세비나 깎아라	1.0	0.007357337272135289	1.409001534937321	0.08102438770370352	17.34022677337311	0.997146718522507
11	12	쓰잘데기 없는 가덕도 같은곳에 돈 써서 부동산 들썩  거리게 하지 말고 그돈으로 국민들 돈 100씩 줘라..선별지급? 부동산 정책 실패했고 서민의 삶은 더 힘들어졌다..다음  정권은 국민의힘 손 들어 줄려고 한다..박근혜 이명박 풀려나고 문재인 추미애  구속 될거 같구나..문재인도 처음에는 국민과 소통할줄 알았는데 정권유지.인기에만 여념 하는구나..지금 코로나 사태속에 전국민이 절망하고 있다는거 잊지 말길..	0.0	0.007281895961622582	1.4090550763106302	0.0712555372798829	19.625641378518836	0.9924634206281157
55	56	니가 선변지급 기준 만들어봐라...이놈도 가방끈만 길었지 깡통수준이다	0.0	0.00644286339968886	1.40965040815112	0.090760548156147	15.481914429955205	0.9968053299202501
69	70	과연 그 '계단식'이 생각만큼 쉬울까? 집계비용 기존 특정률에서 나누는것보다 배로 더 들어갈거 뻔한데	0.0	0.005445860605814512	1.4103575003481807	0.08802894453909098	15.971901932601812	0.9969030327854489
41	42	개승민  갇은  소리  하고 자빠젖네   인간이  되어라  배운  망덕한  인간~배신자.	0.0	0.0054458606058145126	1.4103575003481807	0.088028944539091	15.971901932601812	0.9969030327854488
81	82	다음에서 친일파 좀 뭐라 몇븬했다고 영구 답글 못달게 막아버렸네요. 정부 욕하는 놈들은 다 살려놓고.유승민씨정치는 국민이 뽑아논 사람들이 하는것이지당신이 감놔라 배놔라 하는게 아니요.떠들고싶으면 시장을 나가든 구청장을 나가든 시의원 구의원을 출마하시요. 대통령감은 못되니 알짱거리지말고.그리고 당선되면 떠들든지.전동양대교수란 새끼는 언제 동양대에서 짤린거요?죽을때까지 전동양대교수가 직업일거요.시사평론가도 아니고 전동양대 석사 강사였겠지.교수는 정교수가 되야 교수지시간강사 부교수도 다 교수라부르니.자식도 일본애드만	1.0	0.00465965940517112	1.4109148383902044	0.07031764983149759	19.965549051866226	0.9950497710581504
82	83	유씨....국민의 짐....니들 그럴줄 알았다....재난지원금 줄려는게.....정책 삭감하려고 하는거잖아....국민들 생각은 안중에도 없는 드러운것들	1.0	0.00463460550247429	1.410932595482523	0.08510124430596056	16.529840932454558	0.997007253241886
23	24	물론 어렵고 정답이 없는 문제겠지만, 이번 안은 반대합니다. 사회복지적 차원의 지원이라면 맞는 얘기일 수도 있습니다. 하지만 이번 지원금은 '재난'지원금이죠. 코로나가 아니었다면 정상적으로 일해서 번 돈으로 소비하는 경제주체들이 무너지지 않도록 하는 목적이 크다고 생각합니다.  원래는 자립한 경제주체였으나 실업자가 되어 지원의 대상이 되지 않도록 하는 안을 설계해야합니다. 극빈층보다는 기존에는 자립했던 경제주체인데 코로나로 휘청이는 자들이 버틸 수 있도록 돕는 방향으로 설계해야한다고 봅니다.	1.0	0.004434079351343832	1.4110747114512794	0.0706944682906846	19.860859925338634	0.9950238076150666
65	66	소상 자영업 특고 프리렌서 절데 주지마라 다들 천만이상 받을때 저소득가구 100+아동수당이 전부였다 소상 자영 특고 프리 너무많이줬다 저소득가구에 2-300씩주면 찬성한다 그럴거 아니면 재난지원금 뿌리지마라	0.0	0.003306132559931836	1.4118738381598173	0.08139833657228315	17.295623778349928	0.9971393813576371
4	5	정치인들끼리 할려고하는 가덕도 공항 같은거 쓸데없는사업 다 때려치고, 1차재난지원 처럼 전국민 지급하세요. 이게 가장 효과 좋습니다. 선별지원은 현금 지급이라 내수진작 효과 0 이고, 그냥 건물주만 행복한 지원이예요. 1차재난 지원 효과 모두 알자나요. 할거면 전국민 지원으로 내수진작,자영업 지원,하위층 지원 동시에 들어가면 서로가 행복한건데, 왜 자꾸 선별지급한다고, 이 난리입니까?  2차재난지원 효과없었다는거 다들 아는 사실입니다. 진짜 정치인들 이러지 맙시다.	0.0	0.0	1.4142135623730945	0.07374401012991914	19.177334672763138	1.000000000000002
53	54	할거면 1차 때처럼 전국민 지급하고, 내수와 지원 두 개의효과를 보는 쪽을 택하세요.선별지원하면 어차피 다 사라지는 돈임. 1차 때가 효과가 제일 좋았는데, 왜 자꾸 선별지원임?대기업이 1차처럼 하면 자기들 망한다고,,로비하나요? ㅉㅉㅉ1차처럼 하는게 답이예요, 다들 1차지원이 가장 효과가 좋았다는걸 인정하는데 정치인들만 계속 선별지급을 주장함...ㅉㅉㅉㅉ	1.0	0.0	1.4142135623730945	0.07476415770638914	18.915662340863054	0.9999999999999968
70	71	슬금스금 기어나올 생각말고 집에가.	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357411	1.0000000000000024
54	55	이 무슨 개같은 소리야?줄려면 다 줘!!!	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357411	1.0000000000000027
66	67	응원합니다!	0.0	0.0	1.4142135623730947	0.10305350420681353	13.723100182357417	1.000000000000002
1	2	역시 KDI 출신 경제학자 답게 계획적이네. 문재앙 정부는 계획 없이 정책 남발	0.0	0.0	1.4142135623730947	0.08736615383345198	16.187201797495163	0.9999999999999994
62	63	여적이 어디서 나대노!!	0.0	0.0	1.4142135623730947	0.09783457560274886	14.455150989926292	0.9999999999999981
19	20	대권 넘본다고 하더니 사탕발림만...	0.0	0.0	1.4142135623730947	0.09605406095570389	14.72310018235741	1.0000000000000027
9	10	22년은 경제 대통령 한번 만들어서 나라 살립시다	0.0	0.0	1.4142135623730947	0.09201816823972757	15.368851493421998	0.9999999999999999
42	43	역시 클라스가 다르네요!	0.0	0.0	1.4142135623730947	0.09783457560274886	14.45515098992629	0.9999999999999981
77	78	근혜때도 배신자라 겉돌아서 그런가?  현신감 없네.. ..ㅉㅉ	0.0	0.0	1.4142135623730947	0.09201816823972757	15.368851493421998	0.9999999999999999
17	18	전국민 30만씩 줘 이상황에 안힘든 사람이 어딧어?	0.0	0.0	1.4142135623730947	0.09320844821817663	15.172589925140592	1.0000000000000033
16	17	당신 재산 정리해서 주시오.	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357411	1.0000000000000024
30	31	이시국에 가덕도씨부린 정치인 아웃~	1.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357413	1.0000000000000022
31	32	어짜피 줄돈 몇달 나누어서 주세요 그래야 소비 경제가 일어 날것입니다.	0.0	0.0	1.4142135623730947	0.08902612052369241	15.885377842525788	1.0000000000000018
34	35	댓글다는 꼬라지들 보니 벌써 악성 포퓰리즘에 중독되었네.	0.0	0.0	1.4142135623730947	0.09201816823972757	15.368851493422	1.0000000000000002
64	65	승민이 한경이 빨아주는거 보니 삼성에서 밀어주냐?ㅋㅋ	1.0	0.0	1.4142135623730947	0.09201816823972757	15.368851493421998	1.0000000000000002
37	38	너뭐냐???? 지들은 받으면서  우린못준다??	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357411	1.0000000000000027
12	13	그래요 이번에는 정말힘든분들 드리세요	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357413	1.0000000000000024
39	40	유씨  그만해라. 은퇴할일밖에  안남았어	0.0	0.0	1.4142135623730947	0.09605406095570389	14.723100182357413	1.0000000000000024
75	76	이런 배신자를 왜 언론에서 거론하나? 문 정권 탄생에 지대한 공을 세운 이 자를 혼자 발버둥치게  거론하지 마라. 정치 일선에서 물러나고 조용히 지내라. 아니면 연구소나 차려서 지껼여라.	1.0	0.0	1.4142135623730947	0.08072487444627531	17.518931705670116	1.0000000000000009
76	77	유승민은 배신자여~헌법1조들고 박끈애 궁지에 몰아넣고틴핵이로하고 옥쇄 나르새와 탈당하고 창당 꾸물대고. 리턴한 인간이여 홍준표가 필요해	0.0	0.0	1.414213562373095	0.08521369273292573	16.596083528564822	1.000000000000003
74	75	탄핵 배신자는 좀 꺼져 찌그러져 있거라~~~!!	0.0	0.0	1.414213562373095	0.09453824886922016	14.959168159857205	1.0000000000000047
71	72	입 얄브네 시끄럽다. 능력도 없으면서 그만 짖고 시골에 가서 소나 키워라!! 짐덩어리들과 똑같으면서 지는 뭐나 다른 듯 위선 떨고 자파져 있는게...	0.0	0.0	1.414213562373095	0.08278969879052382	17.081999125898086	1.0000000000000018
68	69	기회주의자 보수뭉개버린눔이숨어있다기어나와서하는소리	0.0	0.0	1.414213562373095	0.10003410746261626	14.137313744730507	1.0000000000000044
67	68	니 까짓게 뭔데?	0.0	0.0	1.414213562373095	0.10003410746261626	14.137313744730507	1.0000000000000044
78	79	존재감 제로	0.0	0.0	1.414213562373095	0.10003410746261626	14.137313744730513	1.0000000000000038
72	73	저양반 박근혜때 아닌건 아니라고 말하면서 짤릴때 보수주의자인줄 알았는데 하는일마다 계속 어긋나는게 좀 아닌거같네요. 백신나오기 시작하는 시점인데 유동성풀어놓은거 금리낮춘거 부터 서서히 회수할수있게 안을만들어야지 더풀자고 하는거보면...보수주의자도 아닌듯.	0.0	0.0	1.414213562373095	0.0797949313507172	17.723100182357392	0.9999999999999994
79	80	승민이는 맨날 훼발질과 비방질만 해대는 쓸모없는 인간인데 우짠일이고	0.0	0.0	1.414213562373095	0.09093727802073252	15.5515273071036	0.999999999999999
73	74	선별지급하자고?  그래 좋다 세금도 내고 싶은놈만내자 어때? 그래야 공평하지? 빨갱이가 별건가 이게 바로 발갱이지 무상몰수 무상분배하자 찬성이다	0.0	0.0	1.414213562373095	0.08394849133943262	16.846205807975057	1.0000000000000038
52	53	누가보수고 누가좌파인지...	0.0	0.0	1.414213562373095	0.10003410746261626	14.137313744730506	1.0000000000000044
59	60	저 모질이 또 개소리	0.0	0.0	1.414213562373095	0.10003410746261626	14.137313744730507	1.0000000000000047
25	26	대깨문들아 이런 대안이 문통 대x리에서 나오니?그러고도 알럽 문재인이냐 ? ..	0.0	0.0	1.414213562373095	0.08994495652708205	15.723100182357406	0.9999999999999973
26	27	재난지원금이 거리두기격상하면서  매장영업도 못하고 매출안되서 수입이없거나 준 사람들때메  다시 나온애기인데 먼 하위50에주자는건지...그렇다면 경계에걸려 못받는사람들은  안억울하겟어요? 이래저래 피해자는생겨요  당장 막막한사람이 누군지생각하셔야지요  하루벌어 하루먹고사는 자영업자들이 제일 타격이 크겟죠	1.0	0.0	1.414213562373095	0.0797949313507172	17.723100182357395	0.9999999999999994
27	28	뭔 🐕 소리 세금 축내지마라 망하게 생겼다.	0.0	0.0	1.414213562373095	0.09453824886922016	14.959168159857201	1.0000000000000044
32	33	1인가구는 절대 못받는 의료보험기준  니들 맘데로해라  ㅅㅂ  전국민 주자는 이재명이 1등이다	0.0	0.0	1.414213562373095	0.08816943961190046	16.039724972712804	1.0000000000000029
14	15	수해나 가축전염병이 발생하면, 전국민 통신비 깍아주는 겁니까? 제발 벼랑끝에 몰린 자영업자에게 대폭지원을 해주세요! 정치적인 표 계산은 그만두세요!	0.0	0.0	1.414213562373095	0.08456647074715637	16.7231001823574	1.0000000000000004
36	37	선별지원... 하지를 말아라... 열심히 사는 사람들만 바보된다는... OOO	0.0	0.0	1.414213562373095	0.09093727802073252	15.551527307103596	0.9999999999999989
63	64	경제를 잘안다면서 이롤때 예산 삭감하자고 주장하니 바보 국민들도 아는 내용을 가지고 호도하니 당신은 아닌듯.. 아직도 비행기 만드는것 보다 미국서 사면 사는게 더 경제적이다라고 주장하실듯. 좀 생각이 모자라는듯.	0.0	0.0	1.414213562373095	0.0797949313507172	17.723100182357392	0.9999999999999993
43	44	우선 서울시장 출마해서 업적을 쌓아주세요. 천만표 얻을수 있습니다. 바이든도 80 보는 나이에 대통령 되었습니다. 5년후 대선을 노리세요.	0.0	0.0	1.414213562373095	0.08394849133943262	16.846205807975057	1.0000000000000033
47	48	선별 지원? 그래  국회의원  장차관과  당신같이  몆십억  재산가만 빼고?	0.0	0.0	1.414213562373095	0.08994495652708205	15.723100182357413	0.9999999999999976
