	댓글번호	댓글내용	답글수	코사인유사도	유클리디언	norm유클	맨해튼	norm맨해
63	64	트럼프가 이기고 있고 아직 270석이 안됐을 뿐이고 증거들과 증인들이 넘쳐나고 있고 파웰 변호사는 트럼프 팀이 아닌 별게의 법률팀으로 연방법원에서 끝장낸 답니다. 도미니언 돈먹은 주지사들 파웰의 인터뷰 한방에 투표 재검표한 거 문제 있었다고 실토했어요. 미국은 지금 페이스북, 구글,트위터 까지 민주당에 불리한 것들 다 차단하고 청문회 의원 것까지도 차단했다가 난리 났어요. 미국인들 목숨 걸고 양심 선언하고 도미니언 대표가 트럼프 이길 수 없게 해놨다는 녹취록까지 뉴스에 공개됐어요.엠킴tv.박상후의문명개화,공병호tv.NTDkorea	0.0	0.051774111109743226	1.377117198273449	0.060144056173721504	22.516522022736225	0.9833839611255555
16	17	경악할만큼의 거대한 부정선거가 오래전부터 준비되어왔고 바이든, 민주당, 주류미디어, 중공자본이나 세력들이 개입했다  그러나 미국 그렇게 호락호락한 나라가 아니다 이런 개막장선거에 무너지지 않는다 바지사장 바이든이나 민주당이 떼를 쓰고있지만 현재 헌법에 입각해서 체계적으로 수사를 진행하고 있으며 계속 그 전모가 확실하게 드러나고 있다 누가 당선되는걸 넘어서 국가존립의 근간을 뒤흔드는 사악한 세력들이 체포될것이고 반역죄가 적용되는 인물들은 최대 종신형을 받을것이다우리나라 언론들도 CNN 가짜뉴스 베끼기하지말고 바르게 보도하라	2.0	0.04751441184576102	1.3802069324229889	0.06206314621904933	21.399356447453137	0.9622552654914674
39	40	트럼프 후보가 선거 결과를 12월 8일에 수용 할 것이다. 그는 선거인단 선거에서 패하면 백악관을 비울 것이며 비워줘야 한다. 만약 반란표가 나온다해도 전체의 결과가 뒤집어지진 않을 것이다.워낙 많은 선거인단을 바이던이 확보하였으므로...	0.0	0.15631027817142001	1.298991702689882	0.0627593398250711	18.90831583529049	0.9135342562769805
71	72	https://kr.theepochtimes.com/share/554053중국 관영언론, 미 유력매체에 수백만 달러 지급하고 ‘기사형’ 선전물 게재https://youtu.be/L0aa8kBG2O0빅테크, 주류언론, 부정선거에 연류된 모든 기업과 개인- 자산압류 권한 법령】【미국은 현재, 2018년 행정명령-국가 비상상태 선포 상태 (부정선거에 관계한 언론과 회사 개인 모두 자산 압류명령)https://youtu.be/35PWd0RvE_c펜실베니아 청문회 1탄! 트럼프 깜짝출연!(미국 등록된 민주당원도 펜실베니아 부정	0.0	0.042658832148289805	1.3837204687737403	0.0632859830507923	21.345816375972973	0.9762744744047276
12	13	미국은 이미 청문회하고~ 경합주부터 해서 거이다 결과보류 판사들이 때렸던데..  결론은 부정표 제외 이미 조지아주,애리조나,펜실베니아,위스콘신은  부정표빼면 트럼프 역전승. 미국은 부정선거는 교수형감이라 이미 내부고발자가 엄청나게 늘어서 증거는 차고 넘치죠. 이렇게 되면 12월14일전에 주법원 결정만 으로 트럼프가 승리할수있지만, 바이든이 인정하면 모든 관련자들 감빵행이라 절대 인정안하고 항소할겁니다. 결국 트럼프가 어제말한대로 기다리고  연방대법원가면 끝나는 싸움입니다.	0.0	0.03488048276814669	1.3893304266673585	0.06351008077268222	21.609889345381276	0.9878469451691366
88	89	"그렇다면 트럼프나 바이든이나 누가 대통령이 될 것인지를 물었다. 주님께서 응답하셨다... 유성들과 소행성이 떨어질 것이므로 대통령이 되는 사람은 아무도 없을 것이다. 혼돈과 파괴가 너희의 땅을 가득 메울 것이고 (인간)사람들은 무릎을 꿇고 그들이 보는 것에 대해 울부짖을 것이다 (성경말씀)진리를 위해 내게 와야 한다/예수를 찾아라 그렇지 않으면 너희는  냉담/냉혈동물처럼 될 것이다(동떨어진 의미, 무관심하다는 의미).""  종/하인"	0.0	0.028668456015392012	1.3937944927316985	0.06472356165021476	21.119568555230696	0.9807282956982756
18	19	지금 미국은 부정선거의 증거가 너무 많아서 바이든이 대통령되기는 커녕 감빵갈 기세다..개표현장에서 부정투표투입..공화당참관인거부등등의 부정행위가 발생했다고 주장하는 증인들만 수백명이 나왔다..소송중인 지역제외하면 트럼프가 232명 바이든이 227명인데도 가짜 주류언론들은 바이든이 306명확보했다고 가짜뉴스를 퍼뜨리고 있다..미국이 어쩌다가 뉴욕타임스 워싱턴포스트 NBC ABC CBS CNN등 모든 주류매체가 좌파만 편드는 지경이 되었는지..국민들은 가짜언론과는 정반대로 트럼프가 재임할거라고 믿고있다..	1.0	0.018016664699474695	1.401415952028893	0.06488419988971149	21.370752447563504	0.9894451191266763
83	84	바지사장 바이든이 진짜 당선 되었다 치더라도 민주당 자체에서 제거될겁니다 그 다음이 해리스 부통령인데 그녀 역시 바지사장으로 제거될거고 민주당내 권력자는 따로 있죠근데 지금 실제 상황은 민주당의 상상을 초월하는 부정선거가 확연히 드러나고 있고 오랜기간 계획된 플랜마저 물거품이되어가고 공화당의 트럼프는 민주당의 오래된 권력자들의 반역죄까지 밝혀 낼 계획인데 민주당으로선 절체절명의 상황으로 몰릴 경우 역시 바지사장 바이든이나 관련자들을 민주당 자체적으로 제거할가능성이 많습니다 도마뱀 꼬리 자르기처럼~	1.0	0.0033183184613626276	1.4118652071204503	0.06500320363045582	21.644724254760895	0.9965373543887212
15	16	우리나라 국민들 너무나 개돼지들이다..대법원에서 재검표시한인 6개월을 훌쩍 넘겨도 아직 재검표안하는 이유가 뭔데?????? 투표함까면 부정선거들통나니까 7개월째 재검표를 안하고 문재인 임기끝날때까지 끌고 갈려고 한다..이건 공정한 투표와 개표를 통해 보장받아야할 국민주권을 정면으로 침해한 행위로서 문재인과 민주당은 반역죄로 처단되어야만 한다..미국은 10일만에 재검표했는데 한국은 7개월을 넘겨버렸다..이건 나라가 아니다..문재인집단의 소유물이 된거다..반드시 보복해서 국민주권을 되찾아야한다..	0.0	0.01246427557852613	1.4053723523831496	0.06513190581012118	21.38914245403264	0.9912786524602952
41	42	투쟁은 개뿔이나. 그 날짜에 대선이 끝난다. 정부와 기레기들이 이상한 언론에서 기사를 퍼 날라가지고 국민들 머리 아프개 하냐? 11월에 선거인단 선거 한거고 6개 주에서 부정선거 증거 때문에 현재 소송 중이고. 6개주애서 선거인단 확정되고 12월 14일에 선거인단이 대통령선거 하는거다. 검색만해도 나오는 내용을 정부와 기레기들이 선동하네 거참.	0.0	0.06582002443293064	1.3668796403246835	0.0660556641071195	19.782234025597003	0.9559939057786293
