,댓글번호,댓글내용,답글수,코사인유사도,유클리디언,norm유클,맨해튼,norm맨해
98,99,南韩是共产党。,0.0,0.0,1.4142135623730963,0.10815992759199718,13.075208109493358,0.9999999999999959
40,41,코로나공포정치,0.0,0.0,1.4142135623730963,0.10815992759199718,13.075208109493358,0.9999999999999966
34,35,죽을일먼남았네,0.0,0.0,1.4142135623730963,0.10815992759199718,13.075208109493358,0.9999999999999966
46,47,문재인 뭐하냐?,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866452,0.9999999999999992
94,95,생각보다 적네요,1.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866452,0.9999999999999992
60,61,3단계 바로가나요~~,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866452,0.9999999999999993
52,53,3단계 가라,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866452,0.9999999999999993
90,91,민노총 책임져라!,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866454,0.9999999999999992
54,55,정치코로나제발그만좀해라 재인아...,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866454,0.9999999999999992
74,75,약나오기전까지 힘들겠다,0.0,0.0,1.4142135623730963,0.10483870967741934,13.489421671866454,0.9999999999999992
21,22,3단계 해서 잡으세요,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
71,72,민주당이새기들아 문씨 탄핵가즈아,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
48,49,정은경본부장도 내려와 이제ㅋㅋ,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
89,90,역시 k방역!!! 훠훠훠,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
32,33,민노총 집회 왜 안막냐 하....,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
11,12,3단계로해서라도 빨리 끝나길~~~,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,1.0
77,78,해외 유입좀 막아줘요,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062235,0.9999999999999999
50,51,안끝난다 이제 시작,0.0,0.0,1.4142135623730963,0.10242536703831125,13.807258917062237,0.9999999999999999
72,73,3차 펜데믹 온듯..가즈하,0.0,0.029497350848998054,1.3931996620377156,0.09908054150768968,13.906026237054087,0.9889584725941186
37,38,전국으로 퍼지는거 보니까ㅜ민노총 애들맞네,0.0,0.0,1.4142135623730963,0.10047549928723579,14.075208109493358,0.9999999999999994
92,93,이와중에 해외는 계속들어오고 난리도아니다,0.0,0.0,1.4142135623730963,0.10047549928723579,14.075208109493358,0.999999999999999
2,3,3단계로 해라 진짜 스트레스받는다,6.0,0.0,1.4142135623730963,0.10047549928723579,14.075208109493358,0.9999999999999992
30,31,좋은 말 할때 3단계로 올려라,0.0,0.0,1.4142135623730963,0.10047549928723579,14.075208109493358,0.999999999999999
31,32,민노총집회 허가하는이정부하곤 민노총 확진자 발표해라,0.0,0.039173219097473816,1.3862371953619819,0.09675375614714904,14.093729448840374,0.9836853800052003
9,10,민주노총 집회관련 확진자 언급은 없네.,0.0,0.039173219097473816,1.3862371953619819,0.09675375614714904,14.093729448840378,0.9836853800052003
44,45,쫌 모이지 말라면 모이지 말면 않되나? ㅎㅎㅎ,1.0,0.0,1.4142135623730963,0.09961685823754789,14.196528453053,1.0000000000000009
26,27,민노총   집회 창가자  확진자  몇명인지  말해라,0.0,0.03543797414649928,1.3889291024767976,0.09551153447818102,14.308256514650834,0.9839260571218115
45,46,이와중에 대구만 확진자 없음~~대단한 시민의식,0.0,0.03543797414649928,1.3889291024767976,0.09551153447818102,14.308256514650834,0.9839260571218114
67,68,담주 월욜부터 한달간 3단계 가자~,0.0,0.0,1.4142135623730963,0.09881813150529666,14.311276086993148,0.9999999999999994
96,97,대통령은 어케 말한마디도 없을까요 ㅋㅋㅋ,0.0,0.0,1.4142135623730963,0.09881813150529666,14.311276086993148,0.9999999999999994
63,64,1주일이라도 단계높여서 시행해야한다  이러다 다죽을수도있지ㅠ,0.0,0.0,1.4142135623730963,0.09881813150529666,14.311276086993148,0.9999999999999994
36,37,800명 가즈아!!!!!!!!!!!  700오바에  올인 ㅋㅋㅋㅋㅋㅋ,0.0,0.0,1.4142135623730963,0.09881813150529666,14.311276086993148,0.9999999999999988
68,69,ㅋㅋㅋㅋ이게 케이 방역인 거죠??ㅋㅋㄱㅋㅋㅋㅋ,0.0,0.0,1.4142135623730963,0.09881813150529666,14.31127608699315,0.9999999999999991
35,36,정부는 이렇게 늘어나는데도 관심도 없고..,0.0,0.0,1.4142135623730963,0.09881813150529666,14.31127608699315,0.9999999999999993
