23.47714897486462	바이든 득표가 8천만표를 넘는다는데.. 트럼프가 7천3백만 표니...합치면 1억5천이 넘는데... 미국 사람들 100% 투표가 아니라 110% 투표를 한셈이네?ㅎㅎ 하긴 죽은 사람도  애완견도 바이든 찍었다고 하니 말 다했지 뭐~ ㅋ  중국 시진삥이 한국 미국 갖고 노네?
17.06244570328135	듣던 중 반가운 소리지만 샤이트럼프 세력과 조지아주가 원래 공화당 우세지역이었음을 감안하면 반트럼프진영이 방심하는 순간 다시 공화당이 득세할 수 있음
16.518516643425983	투표를 하더라도 공화당 후보가 아니라 투표용지에 “트럼프 이름을 적어라”고 주장하고 있다....탁월한 생각이네. 수고 ㅋㅋㅋ
16.252353064386764	미국놈들 꼼지락 꼼지락 수작업 투표를 하니까 온갖 실수가 나오겠지...그걸 보고 부정선거라고 우길 수는 있겠으나 실수와 치밀한 계획된 부정선거와는 차원이 다른거지...수천 수만장 오류 있어도 그게 부정선거는 아니고 미국놈들 일 끄적끄끄적하면서 생긴 업무 실수 부주의일 뿐...오류 증거 몇십개 가지고 부정선거라고 외치는 댓글부대 놈들은...도대체 뭘 원하는걸까
14.141167703534757	트럼프 주니어 멋있다 미국 우파의 주요 지도자 중 한 사람으로서 장래가 기대된다
9.89752170991476	미국의 샤이트럼프 하고 울나라 대깨들은 하는짓이 어찌 똑같냐
7.6905299606419	트럼프 안 밀어준다고 공화당을 버려라? ㅋㅋㅋ
6.777784715809285	댓글수  봐라...ㅋㅋ  지금 트럼프가 중요한게 아니다.
6.649106700635976	박사모 말하는거 보면 걍 멍청함 트럼프 지지자들이랑 똑같음 바보들의 천지 ㅋ 걍 불쌍하고 안타깝다
5.975540438515459	투표를 해봐야 조작을 하고 또 부정선거로 인해 패배한 진영에서도 그러려니 하고 미적지근하게 넘기니 유권자로서 할 수 있는 최선의 방법은 투표거부가 맞지
5.945666674292619	추한 트럼프
5.905737529721295	기자야  뭐 좀  똑바로 알고 기사써라  부정선거 미국에서는 안통한다
4.070424681473583	조지아국무장관 조지아주지사 선거법다수부정으로 형사소송당함.도미니언에서 뇌물받은것 까지 고발당함. 더러운 민주당노무~~
3.841939104392294	증거 넘치게 발표했던데왜 언론들은 하나도 발표안했다고 했을까~~조지아주지사도 수사중이라던데
3.812069018765186	가짜뉴스 ㅋㅋ 팬실배니아 공청회 한건 하나도 안보이네 ㅋㅋ 기자들도 실명제, 호적, 국적도 제대로 표기해야함
3.623913895512487	미국이 이렇게 지져분한 나라인줄 예전엔 몰랐네.
3.620054745587341	트룸프지지자들이 얼마나 멍청한지 아주 잘 보여줌 ㅋㅋㅋ
3.407106186466659	그래 제발 투표하지 말아라 이참에 상원도 민주당이 먹고 다 해먹자 ㅋㅋㅋㅋㅋㅋ
3.206563054355882	신기하네 왜 부재자 투표는 항상 민주당이 유리?
3.117083648090423	상원까지 잃으면 공화당은 정말 끝이다.
2.1842262953631804	언제까지 소설쓸건가..이미 부정선거는 빼박 증거가 넘치는데
1.95228389138295	좃선스러운 가짜뉴스 잔치굼ㆍㅣㄴ
1.7448632863492806	그래봐야 공화당만 손해인데...
1.4413474422844832	이것도 기사라고 답답한 기레기들! 정권 눈치나 보고 기사 쓰고
1.3626430790316273	가룟 유다 같은 내부의 적은 항상 있고 제일 치명적. 조선도 우파인척하다가 결정적일때 친중 친좌파
1.3597136910654493	조중동 모두 알고보니 가룟유다
1.3215591498006343	조선일보가 조선족일보가 되었구나.
1.3215591498006343	짱깨일보
1.3215591498006343	조선족일보 ㅋㅋㅋ
1.1852127817215723	조선의 기사는 그 자체로 기분이 나쁘다.   폐간이일이 대한민국 통일이 될수도
0.5560659559533144	민주주의 부정하면 빨갱이지 ^^
0.40639907458361596	조선아. 너네의 의도를 나는 안다. 대깨돼지들은 모르겟지만.
0.37002364875764393	취재는 하고 기사 쓰나요?
0	아무신 개소리
0	찬성! 너네도 의회 독점해보자
0	ㅋㅋㅋㅋㅋㅋㅋ 베리굿
0	기래기 또 헷소리...부끄런지 알아라...
0	한심하다 조선일보
0	또 공갈늬우
0	fake news..  언제까지 이럴거냐?
0	돈만 아는 천박한 장사꾼 싸이코패스 럼프씨 폭망
0	환자 또람포와 그 애들..그리고 환자 댓글러들..ㅉㅉ
