46.874772386031694	한국판 뉴딜은  지금까지 전정권들이  상요한것이고  이것을 종합선물 세트로  뉴딜 리몰링 한것  예산 삭감하여  재난금에  충분히 지원해도 남는다  그리고  임기말에  뉴딜은 의미가 전혀 없다   가덕도 신공항도 결정된것이 없지만 임기말에  의미없고  차기정권에 넘겨  충분히 재검토해야한다  10조 예상인데 이마 2~3배가 예산 필요한 난공공사 사업이다  타당성검토는 차기정권에서 검토해야한다  불필요한 예산 삭감해야한다 특히 민주당은  예산 낭비하지말고  선거철에 시민을 우롱하지말라
46.0424251809762	정치인들끼리 할려고하는 가덕도 공항 같은거 쓸데없는사업 다 때려치고, 1차재난지원 처럼 전국민 지급하세요. 이게 가장 효과 좋습니다. 선별지원은 현금 지급이라 내수진작 효과 0 이고, 그냥 건물주만 행복한 지원이예요. 1차재난 지원 효과 모두 알자나요. 할거면 전국민 지원으로 내수진작,자영업 지원,하위층 지원 동시에 들어가면 서로가 행복한건데, 왜 자꾸 선별지급한다고, 이 난리입니까?  2차재난지원 효과없었다는거 다들 아는 사실입니다. 진짜 정치인들 이러지 맙시다.
41.81708045171637	일반복지 정책이 아닙니다. 재난지원금이면, 코로나로 인해 재난을 입은 자영업자 등 실제 피해자에게 지급해하죠! 당신도 똑같습니다. 1차, 2차 재난지원금 집행을 보면 한심한 포퓰리즘입니다. 도대체, 전국민 자녀수와 통신비가 코로나에 따른 재난과 무슨 관계가 있습니까? 약하디 약한 자영업자들 무시하는 것은 당신들도 다 똑같습니다!
30.726323172717443	물론 어렵고 정답이 없는 문제겠지만, 이번 안은 반대합니다. 사회복지적 차원의 지원이라면 맞는 얘기일 수도 있습니다. 하지만 이번 지원금은 '재난'지원금이죠. 코로나가 아니었다면 정상적으로 일해서 번 돈으로 소비하는 경제주체들이 무너지지 않도록 하는 목적이 크다고 생각합니다.  원래는 자립한 경제주체였으나 실업자가 되어 지원의 대상이 되지 않도록 하는 안을 설계해야합니다. 극빈층보다는 기존에는 자립했던 경제주체인데 코로나로 휘청이는 자들이 버틸 수 있도록 돕는 방향으로 설계해야한다고 봅니다.
27.705140553815028	쓰잘데기 없는 가덕도 같은곳에 돈 써서 부동산 들썩  거리게 하지 말고 그돈으로 국민들 돈 100씩 줘라..선별지급? 부동산 정책 실패했고 서민의 삶은 더 힘들어졌다..다음  정권은 국민의힘 손 들어 줄려고 한다..박근혜 이명박 풀려나고 문재인 추미애  구속 될거 같구나..문재인도 처음에는 국민과 소통할줄 알았는데 정권유지.인기에만 여념 하는구나..지금 코로나 사태속에 전국민이 절망하고 있다는거 잊지 말길..
26.23944484971475	유승민도 닭대가리입니다..불과 몇 달전에 재난지원금 지급한다고 했을때 국가부채 늘어난다고 반대했던것들이 이제는 뉴딜정책 예산 깎아서 재난지원금 주자고 떠들어요 뉴딜예산을 왜 깎냐 바보들아..니들 세비나 깎아라
22.160949908290224	한국판 뉴딜 예산 삭감해 3차 재난지원금 선별지급해야 너들이 한짖리 머냐.지역 예산 세치기 낀가 처묵지 마라. 그걸로도 충분히 될겨
21.135425295894336	할거면 1차 때처럼 전국민 지급하고, 내수와 지원 두 개의효과를 보는 쪽을 택하세요.선별지원하면 어차피 다 사라지는 돈임. 1차 때가 효과가 제일 좋았는데, 왜 자꾸 선별지원임?대기업이 1차처럼 하면 자기들 망한다고,,로비하나요? ㅉㅉㅉ1차처럼 하는게 답이예요, 다들 1차지원이 가장 효과가 좋았다는걸 인정하는데 정치인들만 계속 선별지급을 주장함...ㅉㅉㅉㅉ
20.07131287589412	일단 지원금 반대입장이지만, 굳이한다면, 전시성예산을 줄이는게 맞지. 지금재정건전성이 지나치게 적신호라... 개인적으로 지원금보다 백신올인의 시기라 본다. 도입이 빠를수록 낫다. 경기가 12개월 멈추느냐 도입후 2개월정도 투여완료해 멈추느냐 싸움이지. 화이자/모더나 마루타하면서 국내백신추종자는 국내백신 마루타는 괜찮고? 중요한건 그걸 검증위한 3상이고, 러시아 중국등은 그 3상을 공개안했다. 영국도 3상결과를 이상하게 공개해서 일단 보류하는게 맞고. 시기는 백신도입의 시기다...
18.32298606909643	경제를 잘안다면서 이롤때 예산 삭감하자고 주장하니 바보 국민들도 아는 내용을 가지고 호도하니 당신은 아닌듯.. 아직도 비행기 만드는것 보다 미국서 사면 사는게 더 경제적이다라고 주장하실듯. 좀 생각이 모자라는듯.
